Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       220.311292                0.701625               0.281196                0.500719                0.499301
1                       218.627511                0.380952               1.026209                0.501308                0.498774
2                       218.054183                0.011638               -1.180600                0.499633                0.500530
