Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       41.632177                0.015034               0.286455                0.503783                0.500199
1                       172.100811                0.753873               -1.157145                0.500506                0.501949
2                       443.261277                0.325308               0.997495                0.500457                0.499027
