Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       218.920833                0.735140               -0.337557                0.501762                0.499926
1                       219.464500                0.021392               0.971659                0.498299                0.499254
2                       218.605696                0.337683               -0.507297                0.499519                0.498861
