Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       219.138171                1.114200               -0.164390                0.500915                0.499686
1                       218.836638                0.746559               1.295334                0.498915                0.501344
2                       219.006134                -0.766544               -1.004139                0.498881                0.499810
