Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       196.143083                2.402352               2.422191                0.497764                0.497506
1                       218.499689                -0.813782               -1.349446                0.497040                0.501451
2                       242.329792                -0.494356               -0.945940                0.500345                0.501642
