Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       217.451657                0.065041               0.261859                0.504195                0.499335
1                       219.462419                1.645556               0.271300                0.502040                0.498624
2                       220.081168                -0.616382               -0.406353                0.499836                0.500090
