Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       184.567524                2.384486               1.295807                0.498172                0.499622
1                       217.808314                -0.157246               -1.328772                0.502869                0.503279
2                       254.605136                -1.133026               0.159770                0.499633                0.502001
