Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       192.266210                1.959598               1.432075                0.500715                0.500521
1                       217.990638                0.028673               -1.561736                0.500578                0.498076
2                       246.721730                -0.894056               0.256465                0.502982                0.498239
