Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       217.919598                0.802189               -0.302947                0.499201                0.501183
1                       219.341478                -0.327329               0.679027                0.499007                0.500097
2                       219.736829                0.619355               -0.249276                0.498040                0.501051
