Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       93.445868                0.171903               0.980993                0.500706                0.499212
1                       193.325190                -0.532545               -1.021276                0.498630                0.499902
2                       370.220480                1.454857               0.167088                0.500920                0.500034
