Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       219.574881                1.786926               0.103624                0.497206                0.501882
1                       220.481756                -0.244913               0.135325                0.501053                0.500772
2                       216.929264                -0.447798               -0.112145                0.497301                0.502540
