Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       218.166806                0.771626               0.176283                0.500010                0.501979
1                       219.881621                0.888942               0.124065                0.498204                0.501041
2                       218.947135                -0.566353               -0.173543                0.501141                0.499241
