Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       205.937768                0.934556               1.030792                0.502301                0.502088
1                       218.859099                -0.206672               0.093549                0.499477                0.502174
2                       232.197470                0.366330               -0.997537                0.501176                0.502186
