Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       194.065827                2.126689               1.949357                0.500076                0.500483
1                       218.326283                -0.414293               -1.285538                0.498388                0.499140
2                       244.583250                -0.618181               -0.537014                0.499910                0.502357
