Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       84.414781                0.057417               0.824915                0.500734                0.500222
1                       189.953425                0.473115               -1.328277                0.499902                0.498241
2                       382.626179                0.563682               0.630166                0.499960                0.500920
