Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       217.841966                0.390724               -0.071965                0.499634                0.503326
1                       220.581315                0.817225               0.679719                0.499240                0.502835
2                       218.574179                -0.113735               -0.480949                0.499570                0.500882
