Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       177.373611                2.191826               1.700135                0.498650                0.500551
1                       216.106128                -0.518158               -1.160050                0.497880                0.496802
2                       263.501107                -0.579454               -0.413280                0.496975                0.501198
