Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       214.278163                1.225504               -0.357612                0.497724                0.499346
1                       219.261939                0.336070               0.635862                0.500438                0.498505
2                       223.454558                -0.467359               -0.151445                0.498365                0.501809
