Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       202.176367                1.321466               1.102982                0.500110                0.499963
1                       218.276095                -0.302582               -0.312174                0.500975                0.499051
2                       236.531973                0.075330               -0.664003                0.501634                0.501355
