Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       218.341951                1.861772               0.124882                0.498989                0.501286
1                       219.097322                -0.184692               -0.123258                0.498182                0.501363
2                       219.555399                -0.582865               0.125180                0.501820                0.501048
